,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
13,22201165,1610612763,MEM,Memphis,1631222,Jake LaRavia,Jake,,,1:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,22201165,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,F,,33:54:00,11,26,0.423,0,4,0,9,9,1,1,4,5,7,1,0,0,3,31,17
15,22201165,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,F,,24:06:00,2,3,0.667,1,2,0.5,0,0,0,0,1,1,2,3,2,0,2,5,20
16,22201165,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,C,,32:08:00,6,10,0.6,1,2,0.5,0,1,0,0,10,10,2,1,1,0,0,13,15
17,22201165,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,G,,34:42:00,13,19,0.684,3,8,0.375,7,8,0.875,0,3,3,9,1,0,0,2,36,25
18,22201165,1610612741,CHI,Chicago,201976,Patrick Beverley,Patrick,G,,23:11,1,5,0.2,0,3,0,0,0,0,1,1,2,3,0,0,1,2,2,-1
19,22201165,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,,,26:07:00,5,10,0.5,2,5,0.4,0,0,0,1,2,3,1,1,3,0,2,12,-2
20,22201165,1610612741,CHI,Chicago,1629632,Coby White,Coby,,,30:32:00,8,13,0.615,2,5,0.4,1,1,1,0,6,6,4,1,0,0,1,19,18
21,22201165,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,,,6:40,1,2,0.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,-9
22,22201165,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,,,0.75,2,4,0.5,0,1,0,0,0,0,1,2,3,1,0,0,0,1,4,7
23,22201165,1610612741,CHI,Chicago,1627884,Derrick Jones Jr.,Derrick,,,9:13,1,1,1,0,0,0,2,3,0.667,0,0,0,0,1,0,0,0,4,15
24,22201165,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,,,1:29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22201165,1610612741,CHI,Chicago,1629750,Javonte Green,Javonte,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
26,22201165,1610612741,CHI,Chicago,1630637,Carlik Jones,Carlik,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
27,22201165,1610612741,CHI,Chicago,1630250,Marko Simonovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
28,22201165,1610612741,CHI,Chicago,1630678,Terry Taylor,Terry,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0,22201166,1610612757,POR,Portland,1629680,Matisse Thybulle,Matisse,F,,30:11:00,1,6,0.167,0,2,0,0,0,0,1,3,4,0,3,0,0,5,2,-5
1,22201166,1610612757,POR,Portland,1630570,Trendon Watford,Trendon,F,,18:53,6,8,0.75,0,2,0,3,5,0.6,0,3,3,2,0,0,1,1,15,2
2,22201166,1610612757,POR,Portland,1629234,Drew Eubanks,Drew,C,,28:36:00,5,11,0.455,1,2,0.5,1,2,0.5,1,4,5,2,2,3,2,2,12,-3
3,22201166,1610612757,POR,Portland,1631101,Shaedon Sharpe,Shaedon,G,,34:36:00,9,19,0.474,2,7,0.286,7,9,0.778,1,5,6,6,0,0,1,3,27,-3
4,22201166,1610612757,POR,Portland,1630219,Skylar Mays,Skylar,G,,30:10:00,6,9,0.667,1,2,0.5,0,0,0,0,3,3,9,0,0,2,4,13,0
5,22201166,1610612757,POR,Portland,1627885,Shaquille Harrison,Shaquille,,,17:50,1,3,0.333,0,1,0,0,1,0,0,4,4,6,3,0,2,2,2,2
6,22201166,1610612757,POR,Portland,1628995,Kevin Knox II,Kevin,,,29:07:00,8,15,0.533,2,6,0.333,1,3,0.333,1,3,4,1,3,0,1,1,19,0
7,22201166,1610612757,POR,Portland,1631219,John Butler Jr.,John,,,17:49,2,5,0.4,1,3,0.333,0,0,0,1,0,1,0,0,0,0,1,5,7
8,22201166,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,,,19:24,2,11,0.182,1,4,0.25,0,0,0,2,5,7,3,1,0,0,4,5,5
9,22201166,1610612757,POR,Portland,1631466,Jeenathan Williams,Jeenathan,,,13:24,3,6,0.5,1,1,1,0,0,0,4,1,5,0,0,0,1,3,7,5
10,22201166,1610612757,POR,Portland,1629629,Cam Reddish,Cam,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
11,22201166,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,35:40:00,4,7,0.571,2,4,0.5,0,0,0,0,3,3,1,2,4,4,1,10,-3
12,22201166,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,Karl-Anthony,F,,25:04:00,1,3,0.333,1,1,1,5,8,0.625,2,7,9,3,0,0,3,5,8,2
13,22201166,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,35:20:00,5,10,0.5,0,0,0,0,0,0,4,11,15,3,0,0,1,3,10,-6
14,22201166,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,37:36:00,15,30,0.5,3,8,0.375,4,5,0.8,0,5,5,6,1,0,4,1,37,-1
